season,episode,clip,text,label,video_description
S05,E07,118,that will fit jerry's big ol' melon.,Joke,"The woman in the center, wearing glasses, is the main speaker. She gestures with her right hand while talking to the woman on the right, who listens with a neutral expression. The man in the wheelchair looks up at the speaker, while the other man stands behind him, observing the interaction."
S05,E06,418,"amy, you need to go change into leather sandy right now.",Arrange,"A woman in a judge's robe urgently whispers to a woman in an avocado costume. Her expression is serious and insistent as she leans in, clearly trying to convince her to change her outfit."
S05,E07,550,"hey, you guys. i'm sorry, bo.",Apologise,"A man in a light blue shirt, identified as Glenn, stands in a store aisle. He looks around with a slightly confused or questioning expression, then gestures with his right hand as if asking a question or making a point to someone off-camera."
S05,E19,124,"well, why don't you just hire somebody on busybee?",Advise,"A man in a wheelchair, wearing a blue vest, speaks to another employee whose back is to the camera. He gestures with his right hand while talking. His expression is calm and conversational, suggesting a casual, friendly interaction in a warehouse setting."
S04,E16,300,they're gross.,Complain,"The woman in the blue polo shirt is speaking animatedly on a blue phone. She gestures with her free hand, her expression conveying exasperation or disbelief. Her body language is dynamic and engaged in the conversation."
S05,E14,467,"carol, you can't do that!",Prevent,"The woman in the blue floral dress looks concerned, her brow furrowed as she speaks. The woman in the dark floral dress beside her has a pouting, pleading expression, her mouth open mid-sentence. They stand close together, sharing a moment of worried disagreement."
S05,E13,377,"sandra, block her with your body!",Arrange,"A man in a light blue shirt speaks with a stern, commanding expression, gesturing with his right hand. A woman in a blue shirt listens intently, her expression serious and focused. Their interaction is direct and appears to be a work-related instruction or reprimand."
S05,E07,267,you just need to find a way to show maya that you mean business.,Advise,"The older man, Glen, speaks animatedly, gesturing with his right hand to emphasize his point. His expression is earnest and encouraging. The younger man listens intently, his body angled towards Glen, showing he is focused on the advice being given."
S04,E03,169,yes. it's one of cloud 9's highest honors.,Inform,"A man in a light blue shirt and cloud-patterned tie speaks animatedly to a woman in a sparkly jacket. He gestures with his right hand, his expression enthusiastic. The woman listens with a slight smile, her head tilted. A third woman in a blue shirt stands with her back to the camera, observing the interaction."
S05,E06,138,"look, it's... it's almost done. you don't have to worry.",Comfort,"The man, in a cowboy hat, speaks animatedly, gesturing with his hands to reassure the woman. She, dressed as a judge, listens intently with her hands clasped, maintaining a serious and focused expression."
S05,E16,333,we're a little delayed because amy was busy mean-girling me.,Criticize,"The woman in the blue polo shirt (Donna) is the main speaker, her mouth open mid-sentence. She stands with her hands on her hips, conveying a sense of exasperation or defensiveness. The woman in the blue blazer (Lorelai) listens with a skeptical, unimpressed expression, her head tilted slightly."
S04,E08,534,"so, i ran your social security.",Inform,"The store manager, Glenn, speaks to Marcus with a concerned expression. He holds a clipboard and gestures with his free hand, indicating he is explaining a serious issue. Marcus listens attentively, his posture suggesting he is processing the information."
S04,E01,433,what a stupid waste of a first question.,Complain,"The woman in the foreground, Carol, speaks with a slightly exasperated expression. Her hands are clasped on the table. The woman to her left listens with a neutral expression, her hands also clasped. Their interaction appears to be a simple exchange of dialogue within a group setting."
S05,E19,161,sayid doesn't want to work in housewares.,Inform,"A man in a light blue shirt and patterned tie speaks animatedly, gesturing with his right hand. He stands next to a man in a blue vest, who listens with a neutral expression. The woman facing them listens intently, her body angled towards the speaker."
S06,E02,297,"yeah--oh, hey, i apologize for jonah's murder joke.",Apologise,"A man in a wheelchair, wearing a blue vest, speaks apologetically to a woman in a blue blazer. He holds a can and gestures with his free hand, his expression earnest as he explains himself. The woman stands with her back mostly to the camera, listening."
S04,E02,202,you're a good friend.,Praise,"A male employee named Jonah, wearing a blue vest, speaks earnestly to a female coworker. He stands with his arms crossed, leaning slightly forward, and maintains direct eye contact. His expression is serious and engaged as he delivers his line."
S04,E14,6,i am stepping down to spend more time with my family.,Inform,"A man named Glenn, wearing a name tag, stands at a podium holding a microphone and a paper. He speaks with a serious expression, looking down at his notes and then up at the audience. His body is mostly still, conveying a formal and deliberate announcement."
S06,E04,66,"dina, you have justine and me at the same register",Inform,"A woman in a blue blazer walks through a store, holding a clipboard and a face mask. She approaches a male employee at the register. He is speaking to her, gesturing with his hands, while she listens with a neutral expression."
